title,ingredients,directions,ingredients_clean,directions_clean,vegetarian
Taco-Filled Green Pepper,"[""1 lb. Ground Beef"", ""1 pkg. taco seasoning"", ""1 san Kidney beans"", ""1 onion, chopped"", ""1 C salsa"", ""4 green peppers"", ""1 medium Tomato, chopped"", ""1/2 C cheddar cheese, shredded"", ""1/2 C sour cream""]","[""In a large skillet, brown the ground beef. Drain, stir in taco mix, kidney beans, and salsa. Bring to a boil. Reduce heat, and let simmer for about 5 minutes. Cut peppers in half and clean it. Put peppers in boiling water for 3 minutes- drain- spoon the meat mixture into the green pepper. Put pepper in an ungreased pan. Cover, and bake at 350 degrees for 15 to 20 minutes or until peppers are crispy and filling is heated through. Top with tomatoes, cheese, and sour cream.""]","1 lb. Ground Beef"", ""1 pkg. taco seasoning"", ""1 san Kidney beans"", ""1 onion, chopped"", ""1 C salsa"", ""4 green peppers"", ""1 medium Tomato, chopped"", ""1/2 C cheddar cheese, shredded"", ""1/2 C sour cream","In a large skillet, brown the ground beef. Drain, stir in taco mix, kidney beans, and salsa. Bring to a boil. Reduce heat, and let simmer for about 5 minutes. Cut peppers in half and clean it. Put peppers in boiling water for 3 minutes- drain- spoon the meat mixture into the green pepper. Put pepper in an ungreased pan. Cover, and bake at 350 degrees for 15 to 20 minutes or until peppers are crispy and filling is heated through. Top with tomatoes, cheese, and sour cream.",True
One Hour Rolls,"[""1 c. milk"", ""2 Tbsp. sugar"", ""1 pkg. dry yeast"", ""1 Tbsp. salt"", ""3 Tbsp. Crisco oil"", ""2 c. plain flour""]","[""Put flour into a large mixing bowl."", ""Combine sugar, milk, salt and oil in a saucepan and heat to boiling; remove from heat and let cool to lukewarm."", ""Add yeast and mix well."", ""Pour into flour and stir."", ""Batter will be sticky."", ""Roll out batter on a floured board and cut with biscuit cutter."", ""Lightly brush tops with melted oleo and fold over."", ""Place rolls on a cookie sheet, put in a warm place and let rise for 1 hour."", ""Bake at 350\u00b0 for about 20 minutes. Yield: 2 1/2 dozen.""]","1 c. milk"", ""2 Tbsp. sugar"", ""1 pkg. dry yeast"", ""1 Tbsp. salt"", ""3 Tbsp. Crisco oil"", ""2 c. plain flour","Put flour into a large mixing bowl."", ""Combine sugar, milk, salt and oil in a saucepan and heat to boiling; remove from heat and let cool to lukewarm."", ""Add yeast and mix well."", ""Pour into flour and stir."", ""Batter will be sticky."", ""Roll out batter on a floured board and cut with biscuit cutter."", ""Lightly brush tops with melted oleo and fold over."", ""Place rolls on a cookie sheet, put in a warm place and let rise for 1 hour."", ""Bake at 350\u00b0 for about 20 minutes. Yield: 2 1/2 dozen.",True
Punch Bowl Fruit Salad,"[""2 large cans sliced peaches"", ""2 large cans fruit cocktail"", ""1 large can diced pineapple"", ""1 qt. fresh strawberries"", ""2 red apples"", ""2 yellow apples"", ""4 large ripe bananas"", ""1 lb. white grapes"", ""1 lb. purple grapes""]","[""In a 6-quart punch bowl mix all of the cans of fruit, juice and all."", ""Clean and slice berries."", ""Wash and slice apples; leave peeling on apples."", ""Dice apples."", ""Slice bananas."", ""Wash and cut grapes in half."", ""Mix all together."", ""Nuts or other fruit may be added.""]","2 large cans sliced peaches"", ""2 large cans fruit cocktail"", ""1 large can diced pineapple"", ""1 qt. fresh strawberries"", ""2 red apples"", ""2 yellow apples"", ""4 large ripe bananas"", ""1 lb. white grapes"", ""1 lb. purple grapes","In a 6-quart punch bowl mix all of the cans of fruit, juice and all."", ""Clean and slice berries."", ""Wash and slice apples; leave peeling on apples."", ""Dice apples."", ""Slice bananas."", ""Wash and cut grapes in half."", ""Mix all together."", ""Nuts or other fruit may be added.",True
Summer Chicken,"[""1 pkg. chicken cutlets"", ""1/2 c. oil"", ""1/3 c. red vinegar"", ""2 Tbsp. oregano"", ""2 Tbsp. garlic salt""]","[""Double recipe for more chicken.""]","1 pkg. chicken cutlets"", ""1/2 c. oil"", ""1/3 c. red vinegar"", ""2 Tbsp. oregano"", ""2 Tbsp. garlic salt",Double recipe for more chicken.,False
Cherry Pizza,"[""2 cans cherry pie mix"", ""1 box deluxe white cake mix"", ""1 stick butter"", ""1 c. ground nuts""]","[""Grease a 9 x 12-inch cake pan."", ""Spread cherry pie mix."", ""Sift cake mix and spread it dry over the cherries."", ""Top with ground nuts."", ""Melt butter and pour over top."", ""Bake 45 minutes in a 350\u00b0 oven.""]","2 cans cherry pie mix"", ""1 box deluxe white cake mix"", ""1 stick butter"", ""1 c. ground nuts","Grease a 9 x 12-inch cake pan."", ""Spread cherry pie mix."", ""Sift cake mix and spread it dry over the cherries."", ""Top with ground nuts."", ""Melt butter and pour over top."", ""Bake 45 minutes in a 350\u00b0 oven.",True
Potato And Cheese Pie,"[""3 eggs"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""2 c. half and half"", ""3 c. potatoes, shredded coarse"", ""1 c. Cheddar cheese, coarsely shredded"", ""1/3 c. green onions""]","[""Beat eggs, salt and pepper until well blended."", ""Stir in half and half, potatoes and onions."", ""Pour into well-greased 8-inch baking dish."", ""Bake in a 400\u00b0 oven for 35 to 40 minutes, or until knife inserted in center comes out clean and potatoes are tender. Cool on rack 5 minutes; cut into squares."", ""Makes 4 large servings.""]","3 eggs"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""2 c. half and half"", ""3 c. potatoes, shredded coarse"", ""1 c. Cheddar cheese, coarsely shredded"", ""1/3 c. green onions","Beat eggs, salt and pepper until well blended."", ""Stir in half and half, potatoes and onions."", ""Pour into well-greased 8-inch baking dish."", ""Bake in a 400\u00b0 oven for 35 to 40 minutes, or until knife inserted in center comes out clean and potatoes are tender. Cool on rack 5 minutes; cut into squares."", ""Makes 4 large servings.",True
Tuna Macaroni Casserole,"[""1 box macaroni and cheese"", ""1 can tuna, drained"", ""1 small jar pimentos"", ""1 medium onion, chopped""]","[""Prepare macaroni and cheese as directed."", ""Add drained tuna, pimento and onion."", ""Mix."", ""Serve hot or cold.""]","1 box macaroni and cheese"", ""1 can tuna, drained"", ""1 small jar pimentos"", ""1 medium onion, chopped","Prepare macaroni and cheese as directed."", ""Add drained tuna, pimento and onion."", ""Mix."", ""Serve hot or cold.",True
Artichoke Dip,"[""2 cans or jars artichoke hearts"", ""1 c. mayonnaise"", ""1 c. Parmesan cheese""]","[""Drain artichokes and chop."", ""Mix with mayonnaise and Parmesan cheese."", ""After well mixed, bake, uncovered, for 20 to 30 minutes at 350\u00b0."", ""Serve with crackers.""]","2 cans or jars artichoke hearts"", ""1 c. mayonnaise"", ""1 c. Parmesan cheese","Drain artichokes and chop."", ""Mix with mayonnaise and Parmesan cheese."", ""After well mixed, bake, uncovered, for 20 to 30 minutes at 350\u00b0."", ""Serve with crackers.",True
Broccoli Dip For Crackers,"[""16 oz. sour cream"", ""1 pkg. dry vegetable soup mix"", ""10 oz. pkg. frozen chopped broccoli, thawed and drained"", ""4 to 6 oz. Cheddar cheese, grated""]","[""Mix together sour cream, soup mix, broccoli and half of cheese."", ""Sprinkle remaining cheese on top."", ""Bake at 350\u00b0 for 30 minutes, uncovered."", ""Serve hot with vegetable crackers.""]","16 oz. sour cream"", ""1 pkg. dry vegetable soup mix"", ""10 oz. pkg. frozen chopped broccoli, thawed and drained"", ""4 to 6 oz. Cheddar cheese, grated","Mix together sour cream, soup mix, broccoli and half of cheese."", ""Sprinkle remaining cheese on top."", ""Bake at 350\u00b0 for 30 minutes, uncovered."", ""Serve hot with vegetable crackers.",True
Summer Spaghetti,"[""1 lb. very thin spaghetti"", ""1/2 bottle McCormick Salad Supreme (seasoning)"", ""1 bottle Zesty Italian dressing""]","[""Prepare spaghetti per package."", ""Drain."", ""Melt a little butter through it."", ""Marinate overnight in Salad Supreme and Zesty Italian dressing."", ""Just before serving, add cucumbers, tomatoes, green peppers, mushrooms, olives or whatever your taste may want.""]","1 lb. very thin spaghetti"", ""1/2 bottle McCormick Salad Supreme (seasoning)"", ""1 bottle Zesty Italian dressing","Prepare spaghetti per package."", ""Drain."", ""Melt a little butter through it."", ""Marinate overnight in Salad Supreme and Zesty Italian dressing."", ""Just before serving, add cucumbers, tomatoes, green peppers, mushrooms, olives or whatever your taste may want.",True
Pear-Lime Salad,"[""1 (16 oz.) can pear halves, undrained"", ""1 (3 oz.) pkg. lime gelatin"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 (8 oz.) carton lemon yogurt""]","[""Drain pears, reserving juice."", ""Bring juice to a boil, stirring constantly."", ""Remove from heat."", ""Add gelatin, stirring until dissolved."", ""Let cool slightly."", ""Coarsely chop pear halves. Combine cream cheese and yogurt; beat at medium speed of electric mixer until smooth."", ""Add gelatin and beat well."", ""Stir in pears."", ""Pour into an oiled 4-cup mold or Pyrex dish."", ""Chill.""]","1 (16 oz.) can pear halves, undrained"", ""1 (3 oz.) pkg. lime gelatin"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 (8 oz.) carton lemon yogurt","Drain pears, reserving juice."", ""Bring juice to a boil, stirring constantly."", ""Remove from heat."", ""Add gelatin, stirring until dissolved."", ""Let cool slightly."", ""Coarsely chop pear halves. Combine cream cheese and yogurt; beat at medium speed of electric mixer until smooth."", ""Add gelatin and beat well."", ""Stir in pears."", ""Pour into an oiled 4-cup mold or Pyrex dish."", ""Chill.",True
Watermelon Rind Pickles,"[""7 lb. watermelon rind"", ""7 c. sugar"", ""2 c. apple vinegar"", ""1/2 tsp. oil of cloves"", ""1/2 tsp. oil of cinnamon""]","[""Trim off green and pink parts of watermelon rind; cut to 1-inch cubes."", ""Parboil until tender, but not soft."", ""Drain. Combine sugar, vinegar, oil of cloves and oil of cinnamon; bring to boiling and pour over rind."", ""Let stand overnight."", ""In the morning, drain off syrup."", ""Heat and put over rind."", ""The third morning, heat rind and syrup; seal in hot, sterilized jars."", ""Makes 8 pints."", ""(Oil of cinnamon and clove keeps rind clear and transparent.)""]","7 lb. watermelon rind"", ""7 c. sugar"", ""2 c. apple vinegar"", ""1/2 tsp. oil of cloves"", ""1/2 tsp. oil of cinnamon","Trim off green and pink parts of watermelon rind; cut to 1-inch cubes."", ""Parboil until tender, but not soft."", ""Drain. Combine sugar, vinegar, oil of cloves and oil of cinnamon; bring to boiling and pour over rind."", ""Let stand overnight."", ""In the morning, drain off syrup."", ""Heat and put over rind."", ""The third morning, heat rind and syrup; seal in hot, sterilized jars."", ""Makes 8 pints."", ""(Oil of cinnamon and clove keeps rind clear and transparent.)",True
Chicken Stew,"[""3 lb. chicken, boiled"", ""4 medium potatoes, diced"", ""2 medium onions, chopped"", ""1 (16 oz.) can creamed corn"", ""1 (16 oz.) can English peas"", ""1 (16 oz.) can field peas"", ""1 (16 oz.) can butter beans"", ""1 (16 oz.) can tomatoes"", ""1 (46 oz.) can tomato juice"", ""1 small box macaroni"", ""1 Tbsp. black pepper"", ""1 Tbsp. salt"", ""1 Tbsp. sugar""]","[""Remove chicken from bone."", ""Use the broth."", ""Mix the vegetables and macaroni."", ""Add sugar, salt and black pepper."", ""Cook until all vegetables are tender over medium heat.""]","3 lb. chicken, boiled"", ""4 medium potatoes, diced"", ""2 medium onions, chopped"", ""1 (16 oz.) can creamed corn"", ""1 (16 oz.) can English peas"", ""1 (16 oz.) can field peas"", ""1 (16 oz.) can butter beans"", ""1 (16 oz.) can tomatoes"", ""1 (46 oz.) can tomato juice"", ""1 small box macaroni"", ""1 Tbsp. black pepper"", ""1 Tbsp. salt"", ""1 Tbsp. sugar","Remove chicken from bone."", ""Use the broth."", ""Mix the vegetables and macaroni."", ""Add sugar, salt and black pepper."", ""Cook until all vegetables are tender over medium heat.",False
Quick Coffee Cake(6 Servings)  ,"[""3 Tbsp. softened butter or margarine"", ""1/2 c. granulated sugar"", ""1 egg"", ""1 c. flour"", ""1 1/4 tsp. baking powder"", ""1/4 tsp. salt"", ""1/3 c. milk"", ""1/4 tsp. vanilla"", ""1/3 c. brown sugar, packed"", ""1/2 tsp. cinnamon"", ""2 Tbsp. butter or margarine""]","[""Mix 3 tablespoons fat with granulated sugar."", ""Add egg and beat until creamy."", ""Mix flour, baking powder and salt thoroughly."", ""Add to sugar mixture alternately with milk."", ""Add vanilla. Spread batter evenly in a greased 8-inch square baking pan."", ""Mix brown sugar and cinnamon and sprinkle over batter."", ""Dot with 2 tablespoons fat."", ""Bake at 350\u00b0 (moderate oven) for 25 to 30 minutes.""]","3 Tbsp. softened butter or margarine"", ""1/2 c. granulated sugar"", ""1 egg"", ""1 c. flour"", ""1 1/4 tsp. baking powder"", ""1/4 tsp. salt"", ""1/3 c. milk"", ""1/4 tsp. vanilla"", ""1/3 c. brown sugar, packed"", ""1/2 tsp. cinnamon"", ""2 Tbsp. butter or margarine","Mix 3 tablespoons fat with granulated sugar."", ""Add egg and beat until creamy."", ""Mix flour, baking powder and salt thoroughly."", ""Add to sugar mixture alternately with milk."", ""Add vanilla. Spread batter evenly in a greased 8-inch square baking pan."", ""Mix brown sugar and cinnamon and sprinkle over batter."", ""Dot with 2 tablespoons fat."", ""Bake at 350\u00b0 (moderate oven) for 25 to 30 minutes.",True
Angel Biscuits,"[""5 c. flour"", ""3 Tbsp. sugar"", ""4 tsp. baking powder"", ""1 1/2 pkg. dry yeast"", ""2 c. buttermilk"", ""1 tsp. soda"", ""1 1/2 sticks margarine"", ""1/2 c. warm water""]","[""Mix flour, sugar, baking powder, soda and salt together."", ""Cut in margarine, dissolve yeast in warm water."", ""Stir into buttermilk and add to dry mixture."", ""Cover and chill.""]","5 c. flour"", ""3 Tbsp. sugar"", ""4 tsp. baking powder"", ""1 1/2 pkg. dry yeast"", ""2 c. buttermilk"", ""1 tsp. soda"", ""1 1/2 sticks margarine"", ""1/2 c. warm water","Mix flour, sugar, baking powder, soda and salt together."", ""Cut in margarine, dissolve yeast in warm water."", ""Stir into buttermilk and add to dry mixture."", ""Cover and chill.",True
Quick Peppermint Puffs,"[""8 marshmallows"", ""2 Tbsp. margarine, melted"", ""1/4 c. crushed peppermint candy"", ""1 can crescent rolls""]","[""Dip marshmallows in melted margarine; roll in candy. Wrap a crescent triangle around each marshmallow, completely covering the marshmallow and square edges of dough tightly to seal."", ""Dip in margarine and place in a greased muffin tin."", ""Bake at 375\u00b0 for 10 to 15 minutes; remove from pan.""]","8 marshmallows"", ""2 Tbsp. margarine, melted"", ""1/4 c. crushed peppermint candy"", ""1 can crescent rolls","Dip marshmallows in melted margarine; roll in candy. Wrap a crescent triangle around each marshmallow, completely covering the marshmallow and square edges of dough tightly to seal."", ""Dip in margarine and place in a greased muffin tin."", ""Bake at 375\u00b0 for 10 to 15 minutes; remove from pan.",True
Fruit Pizza,"[""1 box yellow cake mix"", ""1/4 c. water"", ""1/4 c. brown sugar"", ""1/2 c. soft butter"", ""2 eggs"", ""1/2 c. chopped nuts""]","[""Mix ingredients and spread into 2 greased pizza pans."", ""Bake at 350\u00b0 for 15-20 minutes.""]","1 box yellow cake mix"", ""1/4 c. water"", ""1/4 c. brown sugar"", ""1/2 c. soft butter"", ""2 eggs"", ""1/2 c. chopped nuts","Mix ingredients and spread into 2 greased pizza pans."", ""Bake at 350\u00b0 for 15-20 minutes.",True
Chocolate Mint Bars,"[""1 c. flour"", ""1 c. sugar"", ""1/2 c. oleo, softened"", ""4 eggs"", ""1 can chocolate syrup""]","[""Mix together and bake in 9 x 13-inch pan at 350\u00b0 for 25 to 30 minutes."", ""Top should spring back when touched lightly; do not overbake."", ""Cool completely, then spread with mint layer.""]","1 c. flour"", ""1 c. sugar"", ""1/2 c. oleo, softened"", ""4 eggs"", ""1 can chocolate syrup","Mix together and bake in 9 x 13-inch pan at 350\u00b0 for 25 to 30 minutes."", ""Top should spring back when touched lightly; do not overbake."", ""Cool completely, then spread with mint layer.",True
Beer Bread,"[""3 c. self rising flour"", ""1 - 12 oz. can beer"", ""1 Tbsp. sugar""]","[""Stir the ingredients together and put in a greased and floured loaf pan."", ""Bake at 425 degrees for 50 minutes."", ""Drizzle melted butter on top.""]","3 c. self rising flour"", ""1 - 12 oz. can beer"", ""1 Tbsp. sugar","Stir the ingredients together and put in a greased and floured loaf pan."", ""Bake at 425 degrees for 50 minutes."", ""Drizzle melted butter on top.",True
